"","id","product_uid","product_title","search_term","relevance","nameCluster","termCluster"
"7227",22635,104352,"Ceilume Cambridge White 2 ft. x 2 ft. Lay-in or Glue-up Ceiling Panel (Case of 6)","armstrong tongue and groove ceiling tiles",1,2,2
"7228",22640,104352,"Ceilume Cambridge White 2 ft. x 2 ft. Lay-in or Glue-up Ceiling Panel (Case of 6)","white drop ceiling 6x3",1.33,2,1
"7229",22647,104353,"Ryobi 12 in. 40-Volt Lithium-ion Cordless Chainsaw - Battery and Charger Not Included","ryobi chainsaw",3,2,1
"7230",22651,104355,"Glamos Wire Products 33 in. Earth Tone Brown Tomato Plant Support (10-Pack)","tomato plants",1.67,2,1
"7231",22652,104356,"11 in. x 1 in. x 11 ft. 6 in. Faux Wood Plank","faux wood beams",2.33,2,1
"7232",22656,104358,"Delta Leland 1-Handle Shower Only Faucet Trim Kit in Venetian Bronze (Valve Not Included)","bathroom fixtures, shower",2.33,2,1
"7233",22660,104358,"Delta Leland 1-Handle Shower Only Faucet Trim Kit in Venetian Bronze (Valve Not Included)","shower only faucet",3,2,1
"7234",22662,104359,"American Standard Marquette 1-Handle Shower Faucet in Satin Nickel","shower head shere",2.67,2,1
"7235",22663,104360,"Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab","barn door railings",1.67,2,1
"7236",22665,104360,"Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab","doors  closet interior sliding",1.33,2,1
"7237",22667,104360,"Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab","french doors kit",2.67,2,1
"7238",22668,104360,"Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab","silding closet doors track",1,2,1
"7239",22669,104360,"Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab","sliding pocket doors",2,2,1
"7240",22670,104360,"Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab","solid core slab",3,2,1
"7241",22671,104360,"Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab","steves and sons doors stock",2.67,2,1
"7242",22673,104360,"Steves &amp; Sons 2-Panel Barn Solid Core Unfinished Knotty Alder Interior Door Slab","unfinished interior doors",2,2,1
"7243",22676,104362,"The Hillman Group 50 ft. 24-Gauge Green Floral Wire Twister","the hillman group",2.33,3,1
"7244",22679,104364,"Cap A Tread Sahara Wood 94 in. Long x 12-1/8 in. Deep x 1-11/16 in. Height Vinyl Left Return to Cover Stairs 1 in. Thick","wood chips best to cover",1.33,2,1
"7245",22681,104365,"Acclaim Lighting Havana 1-Light Matte Black Outdoor Post-Mount Fixture","outdoor post light part",2.33,3,1
"7246",22682,104365,"Acclaim Lighting Havana 1-Light Matte Black Outdoor Post-Mount Fixture","outside post lights",3,3,1
"7247",22687,104368,"Hampton Bay 5-1/4 in. x 25-1/4 in. Tempo Laminate Countertop Endsplash Kit in Tumbled Roca","countertop kits",3,2,1
"7248",22691,104370,"Wilsonart 48 in. x 96 in. Laminate Sheet in Montana Walnut FineGrain","48 x 96",2.33,2,1
"7249",22699,104373,"EMCO 36 in. x 80 in. 75 Series White Fullview Storm Door","glass storm doors",2.67,2,1
"7250",22705,104374,"GE 60-Watt Incandescent A15 Ceiling Fan Double Life Clear Light Bulb (2-Pack)","ceiling light fans",2.67,2,1
"7251",22707,104375,"Gibraltar Mailboxes Plastic Universal Mailbox Mounting Board in Black","ac bracket",1.67,1,1
"7252",22709,104376,"Summit Appliance 30 in. 3.7 cu. ft. Slide-In Gas Range in Stainless Steel","gas range slide in",2.67,2,1
"7253",22710,104376,"Summit Appliance 30 in. 3.7 cu. ft. Slide-In Gas Range in Stainless Steel","gas range slide inove",2,2,1
"7254",22714,104377,"Westinghouse 5-3/4 in. Handblown Clear with Black Rope Shade with 2-1/4 in. Fitter and 4-5/8 in. Width","pendant shafe",1.67,2,1
"7255",22716,104379,"Schon Brooklyn 48 in. x 79 in. Semi-Framed Corner Shower Enclosure with Pivot Shower Door in Chrome and Clear Glass","48 inch chrome shower door",1.33,2,1
"7256",22719,104379,"Schon Brooklyn 48 in. x 79 in. Semi-Framed Corner Shower Enclosure with Pivot Shower Door in Chrome and Clear Glass","glass shower enclosure",3,2,1
"7257",22722,104379,"Schon Brooklyn 48 in. x 79 in. Semi-Framed Corner Shower Enclosure with Pivot Shower Door in Chrome and Clear Glass","shower doors for 48 in. showers",2.33,2,1
"7258",22724,104380,"House of Fara 3/4 in. x 3-1/4 in. x 8 ft. Oak Crown Moulding","oak base board.",2.67,2,1
"7259",22727,104381,"AC-Safe Medium Air Conditioner Exterior Cover","ac window",2.33,2,1
"7260",22730,104381,"AC-Safe Medium Air Conditioner Exterior Cover","aire acondicionado",2,2,1
"7261",22742,104382,"Sande Plywood (Common: 1/2 in. x 4 ft. x 8 ft.; Actual: 0.472 in. x 48 in. x 96 in.)","lumber 1/2x4ftx8ft",2,2,1
"7262",22743,104382,"Sande Plywood (Common: 1/2 in. x 4 ft. x 8 ft.; Actual: 0.472 in. x 48 in. x 96 in.)","maple lumber",2,2,1
"7263",22748,104384,"Kimberly Bay 24 in. Clear 6-Panel Solid Core Unfinished Wood Interior Closet Bi-fold Door","30x68 solid wood interior door",2.67,2,1
"7264",22749,104384,"Kimberly Bay 24 in. Clear 6-Panel Solid Core Unfinished Wood Interior Closet Bi-fold Door","80 x 36 solid wood",2.67,2,1
"7265",22756,104384,"Kimberly Bay 24 in. Clear 6-Panel Solid Core Unfinished Wood Interior Closet Bi-fold Door","flat panel wood grain bifold door",3,2,1
"7266",22758,104384,"Kimberly Bay 24 in. Clear 6-Panel Solid Core Unfinished Wood Interior Closet Bi-fold Door","solid wood retrofit patio door",2.33,2,1
"7267",22760,104384,"Kimberly Bay 24 in. Clear 6-Panel Solid Core Unfinished Wood Interior Closet Bi-fold Door","unfinished doors",2.67,2,1
"7268",22763,104385,"Venta LW25G 2-Gal. Single Room Humidifier Plus Air Purifier","room humidifier",2.67,1,1
"7269",22764,104385,"Venta LW25G 2-Gal. Single Room Humidifier Plus Air Purifier","room humidifiers kenmore",2.67,1,1
"7270",22770,104388,"Westinghouse Fan Light Switch with Pull Chain","construction light chain",2,3,1
"7271",22772,104389,"EZ Shelf 40 in. - 73 in. Expandable Closet Rod and Large Shelf in White","12 x 15 closet shelf",2,2,1
"7272",22784,104394,"Pegasus Estates WaterSense Single-Handle 1-Spray Tub and Shower Faucet in Heritage Bronze","moen heritage bronze shower faucet",2,2,1
"7273",22786,104394,"Pegasus Estates WaterSense Single-Handle 1-Spray Tub and Shower Faucet in Heritage Bronze","Pegasus estates vanity",2,2,1
"7274",22790,104395,"Glidden Team Colors 1-gal. #NFL-179F NFL Pittsburgh Steelers Dark Blue Flat Interior Paint and Primer","pittsburgh steelers",3,2,1
"7275",22791,104396,"Halo 6 in. Satin Nickel Recessed Lighting Metal Baffle Trim (6-Pack)","6 metal bestos",2.33,1,1
"7276",22792,104396,"Halo 6 in. Satin Nickel Recessed Lighting Metal Baffle Trim (6-Pack)","baffle trim",3,1,1
"7277",22800,104399,"Runfine 24 in. W x 8 in. D x 24 in. H Wooden Bathroom Wall Cabinet in White","white wall  bathroon cabinets",2.67,2,1
"7278",22802,104400,"4 in. x 6 in. x 12 ft. #2 Pressure-Treated Timber","4 X 6 X 16",1.67,2,1
"7279",22805,104400,"4 in. x 6 in. x 12 ft. #2 Pressure-Treated Timber","4x6 deck post support",2.33,2,1
"7280",22808,104400,"4 in. x 6 in. x 12 ft. #2 Pressure-Treated Timber","timbers pt",2.67,2,1
"7281",22809,104401,"Everbilt 20 ft. White Plastic Retractable Clothesline","line",3,2,1
"7282",22814,104404,"BEHR Premium Plus Ultra #M140-7 Dark Crimson Paint","behr exterior 5-gal paint  dark reds",2.67,2,1
"7283",22815,104405,"MD Building Products Fusion Mixer","mixer",2.67,3,1
"7284",22816,104406,"GE 10,000 BTU 115-Volt Electronic Window Air Conditioner with Remote","10,000 btu",2.33,2,1
"7285",22819,104406,"GE 10,000 BTU 115-Volt Electronic Window Air Conditioner with Remote","10000 btu windowair condiioner",2.67,2,1
"7286",22821,104407,"Coast HP314 Long Range Focusing 1132 Lumen LED Flashlight","coast flashlight",2,3,1
"7287",22828,104408,"3 in. x 10 ft. Perforated Drain Pipe","drainage pipes",3,2,1
"7288",22830,104408,"3 in. x 10 ft. Perforated Drain Pipe","perforated pipe",3,2,1
"7289",22832,104408,"3 in. x 10 ft. Perforated Drain Pipe","sewer pipe hoider",2.33,2,1
"7290",22833,104408,"3 in. x 10 ft. Perforated Drain Pipe","sewer stand pipe",1.33,2,1
"7291",22836,104411,"SAUDER Beginnings Collection 59.5 in. 3-Shelf Particle Board Storage Cabinet in Soft White","cabinets pantry",2.67,1,1
"7292",22840,104413,"Arrow Woodhaven 10 ft. x 14 ft. Metal Storage Building","arrow sheds",3,2,1
"7293",22846,104414,"Bali Cut-to-Size 1 in. Blackout Vinyl Mini Blind","vinal blind paint",2.67,2,1
"7294",22848,104415,"TruAire 4 in. x 8 in. Steel 2 Way Mobile Home Floor Diffuser, White","mobile home anchors",2,2,1
"7295",22849,104416,"RDI Original Rail 45-Degree Sand Stainless Steel Level Mounting Bracket Kit (1-Pair)","stainless steel brackets",2.67,2,2
"7296",22853,104418,"1/2 in. Brass Sillcock Valve with Push-Fit Connections","fuacet",2,2,1
"7297",22862,104419,"Rubbermaid Commercial Products #24 Looped-End Mop Heads (3-Pack)","wringer",2.33,1,1
"7298",22867,104421,"Assorted Roses (200 Stems) Includes Free Shipping","free shipping",1.67,2,1
"7299",22869,104422,"Hampton Bay Century Steel 1 Rocker Wall Plate - Aged Bronze","switch plates in bronze",2,3,1
"7300",22873,104424,"MaxxAir 4 in. USB Desk Fan in Bronze","desk fans",3,2,1
"7301",22876,104426,"U.S. Ceramic Tile Color Collection Bright White Ice 6 in. x 6 in. Ceramic Stackable /Finished Cove Base Wall Tile","3.75x4.25 base tile",2,2,1
"7302",22878,104426,"U.S. Ceramic Tile Color Collection Bright White Ice 6 in. x 6 in. Ceramic Stackable /Finished Cove Base Wall Tile","bianco tile wall base",2.67,2,1
"7303",22884,104427,"1 in. x 6 in. x 12 ft. Common Board","1x6 pine",3,2,1
"7304",22887,104428,"Trademark NHL Philadelphia Flyers 15 in. x 26 in. Black Wood Framed Mirror","flyer",3,2,1
"7305",22888,104429,"Ryobi One+ 18-Volt Lithium-ion Shaft Cordless Electric String Trimmer and Edger without Battery and Charger","18v battery charger",2,2,1
"7306",22889,104429,"Ryobi One+ 18-Volt Lithium-ion Shaft Cordless Electric String Trimmer and Edger without Battery and Charger","8 valleta edger",2,2,1
"7307",22893,104429,"Ryobi One+ 18-Volt Lithium-ion Shaft Cordless Electric String Trimmer and Edger without Battery and Charger","electric weed whacker",3,2,1
"7308",22894,104429,"Ryobi One+ 18-Volt Lithium-ion Shaft Cordless Electric String Trimmer and Edger without Battery and Charger","lithium seedeater",2.33,2,1
"7309",22895,104429,"Ryobi One+ 18-Volt Lithium-ion Shaft Cordless Electric String Trimmer and Edger without Battery and Charger","robi battery lawn trimmer",3,2,1
"7310",22898,104429,"Ryobi One+ 18-Volt Lithium-ion Shaft Cordless Electric String Trimmer and Edger without Battery and Charger","weedeater battery charger",2.33,2,1
"7311",22899,104429,"Ryobi One+ 18-Volt Lithium-ion Shaft Cordless Electric String Trimmer and Edger without Battery and Charger","yard trimmer",2.33,2,1
"7312",22901,104430,"Black Flag 16 oz. Flea Killer Aerosol","bug sprays",3,1,1
"7313",22905,104431,"Husky 31 in. Steel Utility Cart (2-Tray)","rolling utility cart",2.67,1,1
"7314",22907,104432,"Martha Stewart Living Mudroom 20 in. L Worn Black Wood Open Wall Storage Shelf with Hooks","entry way shelf",2,2,1
"7315",22908,104433,"CopperInswing Wrought Iron Double Straight Top Prehung Front Door","double wood exterior entry door",2.67,2,1
"7316",22910,104433,"CopperInswing Wrought Iron Double Straight Top Prehung Front Door","front door with fanlight right hand inswing",2.33,2,2
"7317",22914,104433,"CopperInswing Wrought Iron Double Straight Top Prehung Front Door","wrought iron door",2.67,2,1
"7318",22915,104433,"CopperInswing Wrought Iron Double Straight Top Prehung Front Door","wrought iron entry doors entries",3,2,1
"7319",22916,104434,"NuTone Decorative Brushed Nickel 70 CFM Ceiling Exhaust Bath Fan with Light","bath ceiling exhaust fans with lights",3,2,2
"7320",22924,104435,"Hampton Bay 3-Light Brushed Nickel Vanity Light","vanity light fixtures",2.67,3,1
"7321",22925,104436,"Mr. Coffee 12-Cup Programmable Coffee Maker in Red and Stainless Steel","mr coffee",3,2,1
"7322",22927,104437,"Toro Single-Stage Snow Blower Protective Cover","snowblower parts",3,2,1
"7323",22930,104439,"Ryobi ONE+ 18-Volt ULTIMATE Lithium-Ion Cordless Combo Kit (6-Piece) with Car Charger","car charger",2.33,3,1
"7324",22931,104439,"Ryobi ONE+ 18-Volt ULTIMATE Lithium-Ion Cordless Combo Kit (6-Piece) with Car Charger","polishing pad kit car for drill",1.33,3,1
"7325",22932,104439,"Ryobi ONE+ 18-Volt ULTIMATE Lithium-Ion Cordless Combo Kit (6-Piece) with Car Charger","ryobi combo kits",2.67,3,1
"7326",22935,104441,"Crown Bolt 3/8 in.-24 x 2 in. Zinc-Plated Grade 5 Hex Cap Screws","5 in hex cap",2.67,1,1
"7327",22936,104442,"BAZZ 300 Series 4 in. Brushed Chrome Recessed Halogen Interior Applications Light Fixture Kit","bazz lighting",2.67,2,1
"7328",22937,104442,"BAZZ 300 Series 4 in. Brushed Chrome Recessed Halogen Interior Applications Light Fixture Kit","Indoor Light Fixture",2.67,2,1
"7329",22939,104442,"BAZZ 300 Series 4 in. Brushed Chrome Recessed Halogen Interior Applications Light Fixture Kit","miniature recessed lighting fixtures",2,2,1
"7330",22942,104443,"Lifetime Convertible Patio Bench","outdoor gliders",2,3,1
"7331",22943,104443,"Lifetime Convertible Patio Bench","picinic tables",2.67,3,1
"7332",22944,104444,"American Imaginations 41-in. W x 21-in. D Traditional Birch Wood-Veneer Vanity Base Only In Walnut","41 in vanities with tops",2.67,2,1
"7333",22945,104445,"Eti 25W Equivalent Warm White MR 16 LED Light Bulb","mr 16",2.67,2,1
"7334",22946,104446,"WeatherShield 2 in. x 4 in. x 16 ft. #2 Prime Pressure-Treated Pine Lumber","1 x12 x16 pt lumber",2.67,2,1
"7335",22947,104446,"WeatherShield 2 in. x 4 in. x 16 ft. #2 Prime Pressure-Treated Pine Lumber","16 ft.  alu",1.67,2,1
"7336",22948,104446,"WeatherShield 2 in. x 4 in. x 16 ft. #2 Prime Pressure-Treated Pine Lumber","2 X 4 pressure treated",2.67,2,1
"7337",22949,104446,"WeatherShield 2 in. x 4 in. x 16 ft. #2 Prime Pressure-Treated Pine Lumber","212x8 pressure treated",2.33,2,1
"7338",22951,104446,"WeatherShield 2 in. x 4 in. x 16 ft. #2 Prime Pressure-Treated Pine Lumber","2x4x12 treated",2,2,1
"7339",22958,104447,"Cub Cadet 46 in. Mulch Kit for Cub Cadet LTX 1045 Riding Mower","46 cub cadet",2.67,1,1
"7340",22965,104449,"U.S. Ceramic Tile Bright Snow White 6 in. x 6 in. Ceramic Surface Bullnose Wall Tile","tile 6x6",2,2,1
"7341",22967,104450,"6 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","6 in. x 6 in. x 8 ft. pressure-treated cedar-tone moulded fe",3,2,3
"7342",22968,104450,"6 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","6x6 cedar",2.33,2,1
"7343",22969,104450,"6 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","6x8 pressure treated",2.33,2,1
"7344",22970,104450,"6 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","cedar fence picket",2.67,2,1
"7345",22971,104450,"6 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","pressure treated fence strips",2.67,2,1
"7346",22972,104450,"6 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","privacy panels",2,2,1
"7347",22974,104450,"6 ft. x 6 ft. Pressure-Treated Cedar-Tone Moulded Fence Kit","wood fence gate0",2.33,2,1
"7348",22978,104451,"Oatey FlowGuard Gold 4 oz. CPVC Medium Yellow Cement","pipe cement",2,1,1
"7349",22979,104452,"Giles &amp; Kendall 8-oz. Cedar Oil","cedar wood oil",3,2,1
"7350",22981,104453,"Bosch 6.5-Amp Corded Jig Saw","bosh",3,1,1
"7351",22984,104454,"KRAUS All-in-One Undermount Stainless Steel 32.3 in. 0-Hole Double Bowl Kitchen Sink","all in one topmount kraus sinks",3,2,1
"7352",22988,104455,"LocBoard 3/8 in. White Pegboard Wall Organizer","white pegboard",3,3,1
"7353",22991,104456,"Gama Sonic Imperial II 2-Head Solar Black Outdoor Post Light on 3 in. Fitter with 21 Bright White LEDs per Lamp Head","solar post lmapy",2,2,1
"7354",22993,104456,"Gama Sonic Imperial II 2-Head Solar Black Outdoor Post Light on 3 in. Fitter with 21 Bright White LEDs per Lamp Head","white globe post light 4 heads",2.67,2,1
"7355",23001,104459,"2 in. x 4 in. x 16 ft. Standard &amp; Better Kiln-Dried Heat Treated Spruce-Pine-Fir Lumber","2 x 6 x 16",2,2,1
"7356",23016,104461,"Martha Stewart Living Cedar Island 5-Piece All-Weather Wicker Patio Dining Set with Dragon Fruit Cushion","martha stewart outdoor furniture",2,2,1
"7357",23018,104462,"Battic Door Energy Conservation Products Premium 6 in. Back Draft Damper","6 inch damper",3,2,1
"7358",23020,104464,"BLACK+DECKER 16 in. 3 Amp Corded Hedge Trimmer","black and decker hedge",3,2,2
"7359",23023,104464,"BLACK+DECKER 16 in. 3 Amp Corded Hedge Trimmer","bushes and shrubs",3,2,1
"7360",23025,104464,"BLACK+DECKER 16 in. 3 Amp Corded Hedge Trimmer","electric landscaper clippers",2.67,2,1
"7361",23026,104465,"EGO 56-Volt 5.0 Ah Battery","56 volt battery",3,2,1
"7362",23039,104468,"Rust-Oleum Transformations 1 qt. Pure White Cabinet Small Kit","small cabinet",2.67,2,1
"7363",23040,104468,"Rust-Oleum Transformations 1 qt. Pure White Cabinet Small Kit","transormations",2.33,2,1
"7364",23045,104469,"Veranda Aluminum Rail Bracket for Vinyl Fencing (2-Pack)","vinyl fence hardware",3,1,1
"7365",23046,104469,"Veranda Aluminum Rail Bracket for Vinyl Fencing (2-Pack)","vinyl fencing is",2.33,1,1
"7366",23050,104470,"Bond Manufacturing 1 in. x 1 in. x 8 ft. Redwood Tree Stake","1 in x 8 wood",3,2,1
"7367",23051,104470,"Bond Manufacturing 1 in. x 1 in. x 8 ft. Redwood Tree Stake","1 in. x 1 in.",2,2,1
"7368",23053,104471,"Laurey 3-3/4 in. Stainless Steel Arch Pull","laurey",2.67,1,1
"7369",23055,104472,"Builder&#39;s Choice Berkley 72 in. x 54-3/8 in. Paint Grade Full Surround Mantel","fireplace paint",3,4,1
"7370",23057,104474,"TrafficMASTER Allure 6 in. x 36 in. Mellow Wood Vinyl Plank Flooring (24 sq. ft. / case)","mellow wood",2.33,2,1
"7371",23060,104475,"Daltile Folkstone Sandy Beach 18 in. x 18 in. Beige Porcelain Floor and Wall Tile (18 sq. ft. / case)","18 x 18 tile",3,2,1
"7372",23063,104475,"Daltile Folkstone Sandy Beach 18 in. x 18 in. Beige Porcelain Floor and Wall Tile (18 sq. ft. / case)","beach",1.67,2,1
"7373",23065,104475,"Daltile Folkstone Sandy Beach 18 in. x 18 in. Beige Porcelain Floor and Wall Tile (18 sq. ft. / case)","daltiles sandy beach",3,2,1
"7374",23070,104477,"Prime-Line 1 in. Bore 130-Degree Brass Door Viewer","v-belt pulley 1 in bore",2,1,1
"7375",23071,104478,"NuTone Allure I Series 30 in. Convertible Range Hood in Stainless Steel","kitchen hoods",3,2,1
"7376",23073,104478,"NuTone Allure I Series 30 in. Convertible Range Hood in Stainless Steel","range hoodu",3,2,1
"7377",23074,104478,"NuTone Allure I Series 30 in. Convertible Range Hood in Stainless Steel","stainless steel cabinet 30",2.33,2,2
"7378",23077,104478,"NuTone Allure I Series 30 in. Convertible Range Hood in Stainless Steel","vented hood",2,2,1
"7379",23079,104478,"NuTone Allure I Series 30 in. Convertible Range Hood in Stainless Steel","vented range hood 30",3,2,1
"7380",23080,104479,"Everbilt 5/8 in. -11 tpi x 8 in. Galvanized Carriage Bolt","5/8 carriage bolt",3,2,1
"7381",23081,104479,"Everbilt 5/8 in. -11 tpi x 8 in. Galvanized Carriage Bolt","carriage bolts 8 x 1/2",2.67,2,1
"7382",23082,104479,"Everbilt 5/8 in. -11 tpi x 8 in. Galvanized Carriage Bolt","wood carriage bolt",2.67,2,1
"7383",23084,104480,"GREE Ultra Efficient 18,000 BTU (1.5Ton) Ductless (Duct Free) Mini Split Air Conditioner with Inverter, Heat, Remote 208-230V","dual ductless heat and air unit",2.67,2,1
"7384",23085,104480,"GREE Ultra Efficient 18,000 BTU (1.5Ton) Ductless (Duct Free) Mini Split Air Conditioner with Inverter, Heat, Remote 208-230V","ductless air conditioners",2.33,2,1
"7385",23091,104481,"GE 24-Hour Plug-In Basic Timer","indoor lights",2.67,3,1
"7386",23094,104481,"GE 24-Hour Plug-In Basic Timer","timer light",3,3,1
"7387",23095,104481,"GE 24-Hour Plug-In Basic Timer","wallmount indoor lights with plug",2.33,3,2
"7388",23097,104482,"Southwire 8 Stranded THHN Black (By-the-Foot)","thhn stranded copper wire",3,1,1
"7389",23103,104484,"LightRoc 1/2 in. x 4 ft. x 12 ft. Gypsum Board","drywall 4x12",2.67,2,1
"7390",23110,104487,"Diablo 3/4 in. x 1/2 in. Carbide Top Bearing Dado Router Bit","top bearing router bits",2.67,2,1
"7391",23111,104488,"American Heritage Sonoma 30 in. Bar Stool in Weathered Oak","sonoma oak",3,2,1
"7392",23113,104489,"NuTone QT Series Quiet 130 CFM Ceiling Exhaust Bath Fan, ENERGY STAR Qualified","bath exhaust fan",2,2,1
"7393",23120,104489,"NuTone QT Series Quiet 130 CFM Ceiling Exhaust Bath Fan, ENERGY STAR Qualified","bathroom vent",3,2,1
"7394",23130,104493,"Kidde Battery Operated Combination Smoke and Carbon Monoxide Alarm with Voice Alert","alarm battery",1.67,2,1
"7395",23131,104493,"Kidde Battery Operated Combination Smoke and Carbon Monoxide Alarm with Voice Alert","carbon monoxide",2.67,2,1
"7396",23132,104493,"Kidde Battery Operated Combination Smoke and Carbon Monoxide Alarm with Voice Alert","carboy",1.33,2,1
"7397",23135,104493,"Kidde Battery Operated Combination Smoke and Carbon Monoxide Alarm with Voice Alert","kidde smoke fire",2.33,2,1
"7398",23136,104494,"Jeffrey Court Xoxo 11 in. x 11-1/2 in. x 8 mm Ceramic Mosaic Tile","ceramic mosaic tile",3,2,1
"7399",23142,104498,"Splashback Tile Crema Marfil Base Molding 4.75 in. x 12 in. x 10 mm Marble Mosaic Accent and Trim Tile.","3.75x4.25 base tile",2,2,1
"7400",23144,104498,"Splashback Tile Crema Marfil Base Molding 4.75 in. x 12 in. x 10 mm Marble Mosaic Accent and Trim Tile.","molding trim  808501",3,2,1
"7401",23145,104498,"Splashback Tile Crema Marfil Base Molding 4.75 in. x 12 in. x 10 mm Marble Mosaic Accent and Trim Tile.","molding trim pliers",2.33,2,1
"7402",23147,104499,"Eglo Focus 4-Light Matte Nickel Ceiling Semi-Flush Mount Light","4 in flush ceiling mount",2.33,3,1
"7403",23148,104500,"Soleus Air 800-Watt Halogen Electric Portable Heater with Flat Panel Design","flat panel electric",2,2,1
"7404",23149,104500,"Soleus Air 800-Watt Halogen Electric Portable Heater with Flat Panel Design","panel heater",2,2,1
"7405",23150,104501,"Root Pouch 23 in. W x 16 in. H Living Wall Vertical Garden Planter Single Wall Pouch","garden planter",2.67,2,1
"7406",23151,104502,"Mueller Streamline 1-1/2 in. PVC Pressure FPT x FPT Coupling","1 in pvc compression coupling t",3,2,1
"7407",23153,104502,"Mueller Streamline 1-1/2 in. PVC Pressure FPT x FPT Coupling","pvc compression coupling",3,2,1
"7408",23155,104503,"Armstrong Bristol Travertine Manor Creme Vinyl Sheet Flooring - 6 in. x 9 in. Take Home Sample","armstrong vinyl flooring barranco",2.67,2,1
"7409",23159,104504,"Classic Accessories Veranda Square Air Conditioner Cover","classic accessories turbo",1.33,2,1
"7410",23163,104506,"Empire 26 in. Black and Silver Magnetic Clean Sweep","26 black bracket",1.67,2,1
"7411",23164,104506,"Empire 26 in. Black and Silver Magnetic Clean Sweep","clean sweep",3,2,1
"7412",23166,104507,"Pass &amp; Seymour 50 Amp 125/250-Volt NEMA 14-50R Surface Mount Power Outlet - Black","50 amp wife",1.67,4,1
"7413",23170,104508,"K-9 Kwik Dog Kennel 6 ft. x 6 ft. x 4 ft. Galvanized Steel Boxed Kennel Kit","6x10 chain link cage",2.33,2,1
"7414",23172,104508,"K-9 Kwik Dog Kennel 6 ft. x 6 ft. x 4 ft. Galvanized Steel Boxed Kennel Kit","kennal kit",2,2,1
"7415",23174,104508,"K-9 Kwik Dog Kennel 6 ft. x 6 ft. x 4 ft. Galvanized Steel Boxed Kennel Kit","steel fence panels",2.33,2,1
"7416",23178,104510,"Pegasus Estates 8 in. Widespread 2-Handle Bathroom Faucet in Heritage Bronze","widespread bath faucet",3,2,1
"7417",23180,104511,"Lutron Skylark Contour 1.5-Amp Single-Pole/3-Way Quiet 3-Speed Fan Control - White","fan switch",3,1,1
"7418",23185,104512,"NuTone RL6200 30 in. Non-Vented Range Hood in Black","extractor",1.33,2,1
"7419",23186,104512,"NuTone RL6200 30 in. Non-Vented Range Hood in Black","hood fan",3,2,1
"7420",23187,104512,"NuTone RL6200 30 in. Non-Vented Range Hood in Black","oven fan",2.67,2,1
"7421",23188,104512,"NuTone RL6200 30 in. Non-Vented Range Hood in Black","pr3-pg3 range hood",1.67,2,1
"7422",23196,104513,"Veranda Lattice White Vinyl Privacy Diamond (Common: 5/32 in. x 4 ft. x 8 ft.; Actual: .159 in. x 47.5 in. x 95 in.)","plastic lattice almond",2,2,1
"7423",23199,104513,"Veranda Lattice White Vinyl Privacy Diamond (Common: 5/32 in. x 4 ft. x 8 ft.; Actual: .159 in. x 47.5 in. x 95 in.)","pvc fencing",2.67,2,1
"7424",23205,104514,"Lithonia Lighting Wing 2-Light White Vanity Fixture","bathroom vanity cabinets with led lighting",2.33,2,2
"7425",23209,104516,"Extech Instruments Refrigerant Leakage Detector","refrigerant",1.67,2,1
"7426",23213,104517,"Universal Crossover Channel","brinkmann gas grills",1.33,3,1
"7427",23215,104517,"Universal Crossover Channel","gas grill replacement parts",2.33,3,2
"7428",23216,104517,"Universal Crossover Channel","steel channel",2.67,3,1
"7429",23220,104519,"Dewitt Company 12 Year 4 ft. W x 300 ft. L Polypropylene Black Landscape Barrier Weed-Barrier","landscape barrier",3,2,1
"7430",23225,104521,"LDR Industries 2 in. x 4 in. Black Steel Nipple","2' x 4'",2.67,2,1
"7431",23232,104523,"Daltile Semi-Gloss White 4-1/4 in. x 4-1/4 in. Ceramic Wall Tile (12.5 sq. ft. / case)","ceramic tile white",2.67,2,1
"7432",23236,104523,"Daltile Semi-Gloss White 4-1/4 in. x 4-1/4 in. Ceramic Wall Tile (12.5 sq. ft. / case)","white tiles",3,2,1
"7433",23241,104525,"Home Styles Stone Harbor 40 in. Round 5-Piece Slate Tile Top Patio Dining Set with Newport Chairs","slate stone",1.33,2,1
"7434",23244,104526,"Finished Elegance 1 in. x 4 in. x 8 ft. MDF Moulding Board","base board molding boundle",2.33,2,1
"7435",23246,104527,"3/8 in. Compression x 1/2 in. FIP x 20 in. Braided Polymer Faucet Connector","angle stop",1,2,1
